cert,bank,state,regulator,assets_k,exam_method,inv_rating,svc_rating,pe_date,route,contact,channel,address
7468,First Commonwealth Bank,PA,FDIC,12175009,Large Bank Evaluation,High Satisfactory,High Satisfactory,09/01/2023,role,CRA Officer,www.fcbanking.com,"654 Philadelphia St, Indiana, PA 15701"
28834,Columbia Bank,NJ,OCC,12166315,Large Bank,,,09/02/2023,role,CRA Officer,www.columbiabankonline.com,"19-01 Route 208, Fair Lawn, NJ 07410"
31469,Oriental Bank,PR,FDIC,12043258,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,07/01/2024,role,CRA Officer,http://www.orientalbank.com,"254 Munoz Rivera, San Juan, PR 00918"
23621,Berkshire Bank,MA,FDIC,12027717,Large Bank Evaluation,Outstanding,Substantial Non Complianc,04/01/2023,role,CRA Officer,,"24 North St, Pittsfield, MA 01201"
1225,Farmers and Merchants Bank of Long Beach,CA,FED,11770092,Large Bank,Low Satisfactory,Outstanding,"Sep 17, 2018",role,CRA Officer,www.fmb.com,"302 Pine Ave, Long Beach, CA 90802"
58647,First Foundation Bank,CA,FDIC,11343543,Large Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2025,role,CRA Officer,,"18101 Von Karman Ave, Irvine, CA 92612"
57833,Beal Bank USA,NV,FDIC,11045111,Wholesale Bank Evaluation,,,06/01/2023,role,CRA Officer,www.bealbankUSA.com,"1970 Village Center Cir, Las Vegas, NV 89134"
33686,Bank Hapoalim B.M.,NY,FDIC,11040725,Wholesale Bank Evaluation,,,04/01/2025,role,CRA Officer,,"1120 Avenue Of The Americas, New York, NY 10036"
11578,Burke & Herbert Bank & Trust Company,VA,FED,10984290,Large Bank Evaluation,Low Satisfactory,High Satisfactory,11/01/2023,role,CRA Officer,www.burkeandherbertbank.com,"100 S Fairfax St, Alexandria, VA 22314"
19953,Lakeland Bank,NJ,FDIC,10961829,Large Bank Evaluation,Outstanding,Outstanding,10/01/2020,role,CRA Officer,,"2717 Route 23, Newfoundland, NJ 07435"
34697,WEX Bank,UT,FDIC,10708586,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,10/01/2025,role,CRA Officer,www.wexinc.com,"111 E Sego Lily Dr, Sandy, UT 84070"
1281,Washington Trust Bank,WA,FDIC,10536386,Large Bank Evaluation,High Satisfactory,High Satisfactory,01/01/2026,role,CRA Officer,www.watrust.com,"717 W Sprague Ave, Spokane, WA 99201"
12854,Centier Bank,IN,FDIC,10411663,Large Bank Evaluation,High Satisfactory,High Satisfactory,01/01/2024,role,CRA Officer,www.centier.com,"1500 119th St, Whiting, IN 46394"
58629,Stellar Bank,TX,FED,10404868,Large Bank Evaluation,High Satisfactory,High Satisfactory,08/01/2024,role,CRA Officer,,"9 Greenway Plz, Houston, TX 77046"
14531,Amarillo National Bank,TX,OCC,10380511,Large Bank,,,09/08/2025,role,CRA Officer,www.anb.com,"410 S Taylor St, Amarillo, TX 79101"
258,Stock Yards Bank & Trust Company,KY,FDIC,10360306,Large Bank Evaluation,Outstanding,High Satisfactory,08/01/2024,role,CRA Officer,www.syb.com,"1040 E Main St, Louisville, KY 40206"
22953,"Amerant Bank, National Association",FL,OCC,10274427,Large Bank,,,07/14/2025,role,CRA Officer,www.amerantbank.com,"220 Alhambra Cir, Coral Gables, FL 33134"
19629,International Bank of Commerce,TX,FDIC,10194733,Large Bank Evaluation,Outstanding,High Satisfactory,01/01/2025,role,CRA Officer,www.ibc.com,"1200 San Bernardo Ave, Laredo, TX 78040"
12614,Origin Bank,LA,FED,10177963,Large Bank,Low Satisfactory,Low Satisfactory,"Nov 04, 2019",role,CRA Officer,www.origin.bank,"3921 Elm St, Choudrant, LA 71227"
11124,S&T Bank,PA,FDIC,9935678,Large Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2025,role,CRA Officer,http://www.stbank.com,"800 Philadelphia St, Indiana, PA 15701"
21943,Tri Counties Bank,CA,FDIC,9929055,Large Bank Evaluation,Outstanding,Outstanding,07/01/2025,role,CRA Officer,www.tcbk.com,"63 Constitution Dr, Chico, CA 95973"
20624,Byline Bank,IL,FDIC,9909436,Large Bank Evaluation,High Satisfactory,High Satisfactory,11/01/2025,role,CRA Officer,www.bylinebank.com,"180 N La Salle St, Chicago, IL 60601"
27981,Capitol Federal Savings Bank,KS,OCC,9677291,Large Bank,,,07/22/2024,role,CRA Officer,www.capfed.com,"700 S Kansas Ave, Topeka, KS 66603"
34742,EagleBank,MD,FED,9618012,Large Bank,Low Satisfactory,Low Satisfactory,"Oct 28, 2024",role,CRA Officer,www.eaglebankcorp.com,"7500 Old Georgetown Rd, Bethesda, MD 20814"
26342,"RBC Bank, (Georgia) National Association",GA,OCC,9594495,Large Bank,,,10/27/2025,role,CRA Officer,www.rbcbank.com,"3550 Lenox Rd Ne, Atlanta, GA 30326"
33935,"Wintrust Bank, National Association",IL,OCC,9567734,Large Bank,,,09/08/2025,role,CRA Officer,www.wintrustbank.com,"231 S La Salle St, Chicago, IL 60604"
6544,Peoples Bank,OH,FED,9530050,Large Bank,Outstanding,High Satisfactory,"Mar 23, 2020",role,CRA Officer,https://www.peoplesbancorp.com/,"138 Putnam St, Marietta, OH 45750"
622,Amalgamated Bank,NY,FDIC,9409107,Large Bank Evaluation,High Satisfactory,Low Satisfactory,10/01/2024,role,CRA Officer,http://AMALGAMATEDBANK.COM,"275 7th Ave, New York, NY 10001"
17943,Liberty Bank,CT,FDIC,9379852,Large Bank Evaluation,Outstanding,Outstanding,12/01/2024,role,CRA Officer,www.liberty-bank.com,"245 Long Hill Rd, Middletown, CT 06457"
9087,1st Source Bank,IN,FED,9259143,Large Bank,Needs to Improve,High Satisfactory,"Sep 25, 2023",role,CRA Officer,www.1stsource.com,"100 N Michigan St Ste B, South Bend, IN 46601"
27589,"Lake Forest Bank & Trust Company, National Association",IL,OCC,9250823,Large Bank,,,07/29/2024,role,CRA Officer,www.lakeforestbank.com,"727 N Bank Ln, Lake Forest, IL 60045"
13421,Union Bank and Trust Company,NE,FDIC,9238781,Large Bank Evaluation,Low Satisfactory,Outstanding,07/01/2025,role,CRA Officer,www.ubt.com,"3643 S 48th St, Lincoln, NE 68506"
35444,"The Bancorp Bank, National Association",SD,OCC,9205913,Strategic Plan Evaluation,,,07/01/2022,role,CRA Officer,www.thebancorp.com,"345 N Reid Pl, Sioux Falls, SD 57103"
10634,Pinnacle Bank,NE,FDIC,9177122,Large Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2025,role,CRA Officer,www.pinnbank.com,"1401 N St, Lincoln, NE 68508"
3705,"First Mid Bank & Trust, National Association",IL,OCC,9142999,Large Bank,,,01/06/2025,role,CRA Officer,www.firstmid.com,"1515 Charleston Ave, Mattoon, IL 61938"
34519,Merrick Bank,UT,FDIC,9129523,Strategic Plan Evaluation,,,05/01/2026,role,CRA Officer,http://www.merrickbank.com,"10705 S Jordan Gtwy, South Jordan, UT 84095"
32526,"American Savings Bank, National Association",HI,OCC,9049160,Large Bank,,,04/03/2023,role,CRA Officer,www.asbhawaii.com,"300 N Beretania St, Honolulu, HI 96817"
23220,Woodforest National Bank,TX,OCC,8984913,Large Bank,,,05/22/2023,role,CRA Officer,www.woodforest.com,"1330 Lake Robbins Dr, The Woodlands, TX 77380"
58228,b1BANK,LA,FDIC,8893460,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,10/01/2023,role,CRA Officer,www.b1bank.com,"500 Laurel St, Baton Rouge, LA 70801"
58564,Flushing Bank,NY,FDIC,8860980,Large Bank Evaluation,High Satisfactory,High Satisfactory,07/01/2025,role,CRA Officer,,"260e Rxr Plz, Uniondale, NY 11556"
34699,Metropolitan Commercial Bank,NY,FED,8857429,Large Bank,High Satisfactory,High Satisfactory,"Nov 03, 2025",role,CRA Officer,www.mcbankny.com,"99 Park Ave, New York, NY 10016"
23296,Salem Five Cents Savings Bank,MA,FDIC,8820482,Large Bank Evaluation,Low Satisfactory,High Satisfactory,06/01/2024,role,CRA Officer,http://www.salemfive.com,"71 Washington St, Salem, MA 01970"
609,Tompkins Bank & Trust,NY,FDIC,8790772,Large Bank Evaluation,Low Satisfactory,High Satisfactory,09/01/2023,role,CRA Officer,www.tompkinsbank.com,"118 E Seneca St, Ithaca, NY 14850"
27389,Wells Fargo National Bank West,NV,OCC,8769681,Limited Purpose Bank,,,02/04/2019,role,CRA Officer,www.wellsfargo.com,"4455 Spring Mountain Rd, Las Vegas, NV 89102"
18297,Southside Bank,TX,FDIC,8758892,Large Bank Evaluation,Outstanding,High Satisfactory,04/01/2025,role,CRA Officer,www.southside.com,"1201 S Beckham Ave, Tyler, TX 75701"
3657,First American Bank,IL,FDIC,8626339,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,09/01/2025,named,David J. Leeney,website contact form,"700 Busse Rd, Elk Grove Village, IL 60007"
5633,First Security Bank,AR,FED,8583002,Large Bank Evaluation,High Satisfactory,High Satisfactory,01/01/2021,role,CRA Officer,www.fsbank.com,"314 N Spring St, Searcy, AR 72143"
29845,Premier Bank,OH,FDIC,8556139,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,06/01/2022,role,CRA Officer,,"275 W Federal St, Youngstown, OH 44503"
58410,Cross River Bank,NJ,FDIC,8527799,Large Bank Evaluation,Outstanding,High Satisfactory,10/01/2025,role,CRA Officer,http://www.crossriverbank.com,"2115 Linwood Ave, Fort Lee, NJ 07024"
57614,Forbright Bank,MD,FDIC,8480361,Intermediate Small Bank Evaluation,,,07/01/2024,role,CRA Officer,WWW.FORBRIGHTBANK.COM,"7963 Tuckerman Ln, Potomac, MD 20854"
17393,German American Bank,IN,FDIC,8426559,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,10/01/2024,role,CRA Officer,www.germanamerican.com,"711 Main St, Jasper, IN 47546"
29012,Heritage Bank,WA,FDIC,8424258,Large Bank Evaluation,High Satisfactory,Low Satisfactory,01/01/2024,role,CRA Officer,www.heritagebanknw.com,"201 5th Ave Sw, Olympia, WA 98501"
13876,CNB Bank,PA,FED,8414627,Large Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2025,role,CRA Officer,www.cnbbank.bank,"1 S 2nd St, Clearfield, PA 16830"
33806,Opus Bank,CA,FDIC,8383194,Large Bank Evaluation,Outstanding,Outstanding,01/01/2019,role,CRA Officer,,"19900 Macarthur Blvd., 12th Floor, Irvine, CA 92612"
5903,BankPlus,MS,FED,8376253,Large Bank Evaluation,Outstanding,Low Satisfactory,09/01/2025,role,CRA Officer,http://www.bankplus.net,"202 E Jackson St, Belzoni, MS 39038"
57903,Poppy Bank,CA,FDIC,8318539,Large Bank Evaluation,High Satisfactory,High Satisfactory,01/01/2026,role,CRA Officer,http://www.poppy.bank,"111 Santa Rosa Avenue, Santa Rosa, CA 95404"
32178,Luther Burbank Savings,CA,FDIC,8229363,Large Bank Evaluation,High Satisfactory,Outstanding,08/01/2021,role,CRA Officer,,"500 3rd St, Santa Rosa, CA 95401"
7759,Univest  Bank and Trust Co.,PA,FED,8168987,Large Bank,Needs to Improve,Low Satisfactory,"Jan 13, 2020",role,CRA Officer,http://www.univest.net,"790 Route 113, Souderton, PA 18964"
11035,Peapack Private Bank & Trust,NJ,FED,7963962,Large Bank,Low Satisfactory,Low Satisfactory,"Jun 07, 2021",role,CRA Officer,www.peapackprivate.com,"500 Hills Drive Suite 300, Bedminster, NJ 07921"
24170,Hanmi Bank,CA,FDIC,7954215,Large Bank Evaluation,Low Satisfactory,High Satisfactory,01/01/2024,channel,CRA Officer,hanmi.com/community-reinvestment-act/ · (213) 382-2200,"3660 Wilshire Blvd Ste Ph-A, Los Angeles, CA 90010"
953,Bankers Trust Company,IA,FDIC,7832471,Large Bank Evaluation,Outstanding,Outstanding,02/01/2026,role,CRA Officer,www.bankerstrust.com,"453 7th St, Des Moines, IA 50309"
16191,Stockman Bank of Montana,MT,FDIC,7746640,Large Bank Evaluation,Outstanding,High Satisfactory,10/01/2023,role,CRA Officer,www.stockmanbank.com,"700 Main St, Miles City, MT 59301"
18408,Bangor Savings Bank,ME,FDIC,7739717,Large Bank Evaluation,Outstanding,Outstanding,10/01/2025,role,CRA Officer,www.bangor.com,"24 Hamlin Way, Bangor, ME 04401"
33539,Preferred Bank,CA,FDIC,7731004,Large Bank Evaluation,High Satisfactory,Outstanding,07/01/2026,role,CRA Officer,www.preferredbank.com,"601 S Figueroa St, Los Angeles, CA 90017"
25858,Equity Bank,KS,FED,7714314,Large Bank,Low Satisfactory,Low Satisfactory,"Aug 07, 2023",role,CRA Officer,www.equitybank.com,"345 N Andover Rd, Andover, KS 67002"
28765,Kearny Bank,NJ,FDIC,7665322,Large Bank Evaluation,Outstanding,Outstanding,10/01/2025,role,CRA Officer,www.kearnybank.com,"614 Kearny Ave, Kearny, NJ 07032"
24156,Ocean Bank,FL,FDIC,7625472,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,12/01/2023,channel,CRA Officer,oceanbank.com CRA public file section,"780 Nw 42nd Ave, Miami, FL 33126"
16980,Bank of Colorado,CO,FDIC,7610881,Large Bank Evaluation,Low Satisfactory,High Satisfactory,03/01/2025,role,CRA Officer,www.bankofcolorado.com,"1609 E Harmony Rd, Fort Collins, CO 80525"
32489,HomeStreet Bank,WA,FDIC,7604778,Large Bank Evaluation,Outstanding,,03/01/2023,role,CRA Officer,,"601 Union Street, Suite 2000, Seattle, WA 98101"
16026,Ridgewood Savings Bank,NY,FDIC,7548632,Large Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2026,role,CRA Officer,www.ridgewoodbank.com,"7102 Forest Ave, Ridgewood, NY 11385"
34953,Northpointe Bank,MI,FDIC,7529347,Strategic Plan Evaluation,,,07/01/2023,role,CRA Officer,www.northpointe.com,"3333 Deposit Dr Ne, Grand Rapids, MI 49546"
17308,Central Pacific Bank,HI,FED,7495070,Large Bank Evaluation,Outstanding,,05/01/2023,role,CRA Officer,WWW.CPB.BANK,"220 S King St, Honolulu, HI 96813"
58648,CrossFirst Bank,KS,FDIC,7447108,Large Bank Evaluation,High Satisfactory,High Satisfactory,02/01/2025,role,CRA Officer,,"11440 Tomahawk Creek Pkwy, Leawood, KS 66211"
26483,Needham Bank,MA,FED,7416433,Large Bank,Low Satisfactory,Low Satisfactory,"Nov 07, 2022",role,CRA Officer,www.needhambank.com,"1063 Great Plain Ave, Needham, MA 02492"
33648,Bank of India,NY,FDIC,7415358,Wholesale Bank Evaluation,,,08/01/2026,role,CRA Officer,,"277 Park Ave, New York, NY 10017"
23498,"TBK BANK, SSB",TX,FDIC,7399039,Large Bank Evaluation,High Satisfactory,Outstanding,07/01/2026,role,CRA Officer,www.tbkbank.com,"12700 Park Central Dr, Dallas, TX 75251"
33661,"Mizrahi Tefahot Bank, Ltd.",CA,FDIC,7389525,Wholesale Bank Evaluation,,,03/01/2024,role,CRA Officer,,"633 W 5th St, Los Angeles, CA 90071"
27499,Comenity Bank,DE,FDIC,7370991,Limited Purpose Evaluation,,,05/01/2026,role,CRA Officer,savings.breadfinancial.com,"1 Righter Pkwy, Wilmington, DE 19803"
30776,"Pathward, National Association",SD,OCC,7313151,Strategic Plan,,,01/29/2024,role,CRA Officer,http://www.pathward.com,"5501 S Broadband Ln, Sioux Falls, SD 57108"
13102,Lake City Bank,IN,FED,7237115,Large Bank,Low Satisfactory,High Satisfactory,"Mar 01, 2021",role,CRA Officer,www.lakecitybank.com,"202 E Center St, Warsaw, IN 46580"
18203,United Bank,CT,FDIC,7184258,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,04/01/2019,role,CRA Officer,,"151 Asylum Street, Hartford, CT 06103"
6540,The Farmers National Bank of Canfield,OH,OCC,7159502,Large Bank,,,10/07/2024,role,CRA Officer,www.farmersbankgroup.com,"20 S Broad St, Canfield, OH 44406"
19943,Century Bank and Trust Company,MA,FDIC,7112322,Large Bank Evaluation,Outstanding,High Satisfactory,05/01/2021,role,CRA Officer,,"102 Fellsway W, Somerville, MA 02145"
20296,Johnson Bank,WI,FED,7068332,Large Bank,Low Satisfactory,High Satisfactory,"Sep 29, 2025",role,CRA Officer,www.johnsonfinancialgroup.com,"555 Main St, Racine, WI 53403"
23627,Republic Bank & Trust Company,KY,FDIC,7054835,Large Bank Evaluation,Outstanding,Outstanding,07/01/2026,role,CRA Officer,www.republicbank.com,"601 W Market St, Louisville, KY 40202"
9889,Mid Penn Bank,PA,FDIC,7038845,Large Bank Evaluation,,,06/01/2023,role,CRA Officer,www.midpennbank.com,"349 Union St, Millersburg, PA 17061"
17870,Cambridge Savings Bank,MA,FDIC,6980671,Large Bank Evaluation,Outstanding,Outstanding,04/01/2025,role,CRA Officer,www.cambridgesavings.com,"1374 Massachusetts Ave, Cambridge, MA 02138"
2720,"Community Trust Bank, Inc.",KY,FED,6947398,Large Bank,Low Satisfactory,Low Satisfactory,"Oct 07, 2019",role,CRA Officer,www.ctbi.com,"346 N Mayo Trl, Pikeville, KY 41501"
4255,The Camden National Bank,ME,OCC,6940603,Large Bank,,,11/18/2024,role,CRA Officer,www.camdennational.bank,"2 Elm St, Camden, ME 04843"
3603,Old Second National Bank,IL,OCC,6861243,Large Bank,,,09/15/2025,role,CRA Officer,www.oldsecond.com,"37 S River St, Aurora, IL 60506"
17438,First National Bank of America,MI,OCC,6818824,Large Bank,,,06/03/2024,role,CRA Officer,www.fnba.com,"241 E Saginaw St, East Lansing, MI 48823"
33849,"Hinsdale Bank & Trust Company, National Association",IL,OCC,6800738,Large Bank,,,02/02/2026,role,CRA Officer,www.hinsdalebank.com,"25 E 1st St, Hinsdale, IL 60521"
16012,Dime Community Bank,NY,FDIC,6775780,Large Bank Evaluation,High Satisfactory,High Satisfactory,12/01/2020,role,CRA Officer,,"149 Kent Avenue, Brooklyn, NY 11249"
4799,"Intrust Bank, National Association",KS,OCC,6761946,Large Bank,,,01/17/2023,role,CRA Officer,http://www.intrustbank.com,"105 N Main St, Wichita, KS 67202"
17735,City National Bank of West Virginia,WV,OCC,6756219,Large Bank,,,08/25/2025,role,CRA Officer,www.bankatcity.com,"3601 Maccorkle Ave Se, Charleston, WV 25304"
10359,Happy State Bank,TX,FDIC,6749038,Large Bank Evaluation,High Satisfactory,Outstanding,01/01/2022,role,CRA Officer,,"100 East Main Street, Happy, TX 79042"
58716,Third Coast Bank,TX,FED,6728468,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2019,role,CRA Officer,www.thirdcoast.bank,"20202 Highway 59 N, Humble, TX 77338"
20369,Heartland Bank and Trust Company,IL,FDIC,6721503,Large Bank Evaluation,High Satisfactory,High Satisfactory,05/01/2024,role,CRA Officer,http://www.hbtbank.com,"401 N Hershey Rd, Bloomington, IL 61704"
23091,Alpine Bank,CO,FDIC,6694329,Large Bank Evaluation,Outstanding,High Satisfactory,01/01/2024,role,CRA Officer,www.alpinebank.com,"2200 Grand Ave, Glenwood Springs, CO 81601"
1040,Midland States Bank,IL,FED,6691838,Large Bank,Low Satisfactory,Low Satisfactory,"Jun 21, 2021",role,CRA Officer,www.midlandsb.com,"1201 Network Centre Dr, Effingham, IL 62401"
12229,First Bank,MO,FED,6654998,Large Bank,Low Satisfactory,Low Satisfactory,"Jan 29, 2024",role,CRA Officer,WWW.FIRST.BANK,"11901 Olive Boulevard, St. Louis, MO 63141"
18618,SMBC MANUBANK,CA,FDIC,6596628,Large Bank Evaluation,High Satisfactory,High Satisfactory,08/01/2023,role,CRA Officer,www.smbcmanubank.com,"515 South Figueroa Street, Ground Floor, Los Angeles, CA 90071"
23623,"The Washington Trust Company, of Westerly",RI,FDIC,6551001,Large Bank Evaluation,High Satisfactory,High Satisfactory,05/01/2024,role,CRA Officer,www.washtrust.com,"23 Broad St, Westerly, RI 02891"
4360,Horizon Bank,IN,FDIC,6548335,Large Bank Evaluation,Low Satisfactory,High Satisfactory,04/01/2026,role,CRA Officer,www.horizonbank.com,"515 Franklin St, Michigan City, IN 46360"
31945,TrustCo Bank,NY,OCC,6523938,Large Bank,,,08/14/2023,role,CRA Officer,www.trustcobank.com,"1 Sarnowski Dr, Glenville, NY 12302"
29566,"United Fidelity Bank, fsb",IN,OCC,6493323,Intermediate Small Bank,,,01/08/2024,role,CRA Officer,www.unitedfidelity.com,"18 Nw 4th St, Evansville, IN 47708"
12054,Emigrant Bank,NY,FDIC,6412660,Large Bank Evaluation,Outstanding,,03/01/2023,role,CRA Officer,,"5 E 42nd St, New York, NY 10017"
9423,Choice Financial Group,ND,FDIC,6383512,Large Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2025,role,CRA Officer,HTTP://WWW.BANKWITHCHOICE.COM,"4501 23rd Ave S, Fargo, ND 58104"
57082,"Northbrook Bank and Trust Company, National Association",IL,OCC,6366430,Large Bank,,,07/21/2025,role,CRA Officer,www.northbrookbank.com,"1100 Waukegan Rd, Northbrook, IL 60062"
659,Five Star Bank,NY,FED,6294915,Large Bank,High Satisfactory,Needs to Improve,"May 06, 2019",role,CRA Officer,www.five-starbank.com,"100 Chestnut St, Rochester, NY 14604"
14843,MidWestOne Bank,IA,FDIC,6254039,Large Bank Evaluation,High Satisfactory,Outstanding,10/01/2025,role,CRA Officer,,"102 S Clinton St, Iowa City, IA 52240"
34598,Mercantile Bank,MI,FDIC,6240347,Large Bank Evaluation,Outstanding,High Satisfactory,07/01/2025,role,CRA Officer,www.mercbank.com,"310 Leonard St Nw, Grand Rapids, MI 49504"
10248,First International Bank & Trust,ND,FDIC,6175429,Large Bank Evaluation,Low Satisfactory,Low Satisfactory,12/01/2023,role,CRA Officer,www.fibt.com,"100 N Main St, Watford City, ND 58854"
