STATE,STATEFIPS,COUNTY,COUNTYFIPS,YM,YEAR,MONTH,HOUSEHOLDS,INDIVIDUALS,ISSUANCE,APPS_RECEIVED,APPS_APPROVED,APPS_DENIED,APPS_DENIED_NEEDBASED,APPS_DENIED_PROCEDURAL
California,6,plumas,63,2019m5,2019,5,1140,2029,275347,127,59,32,15,13
California,6,plumas,63,2019m6,2019,6,1175,2060,272242,135,58,60,27,33
California,6,plumas,63,2019m7,2019,7,1212,2100,271666,141,90,57,13,40
California,6,plumas,63,2019m8,2019,8,1215,2075,265844,184,117,48, , 
California,6,plumas,63,2019m9,2019,9,1241,2104,265847,114,90,49, , 
California,6,plumas,63,2019m10,2019,10,1263,2127,272685,127,96,51, , 
California,6,plumas,63,2019m11,2019,11,1272,2134,268130,91,62,27, , 
California,6,plumas,63,2019m12,2019,12,1300,2194,276317,96,63,30, , 
California,6,plumas,63,2020m1,2020,1,1294,2206,271513,112,53,37, , 
California,6,plumas,63,2020m2,2020,2,1283,2191,267927,76,50,30, , 
California,6,plumas,63,2020m3,2020,3,1288,2195,271594,102,68,38, , 
California,6,plumas,63,2020m4,2020,4,1368,2339,421252,114,82,41, , 
California,6,plumas,63,2020m5,2020,5,1409,2397,430475,65,39,36, , 
California,6,plumas,63,2020m6,2020,6,1417,2396,427247,84,45,41, , 
California,6,plumas,63,2020m7,2020,7,1376,2294,408845,86,45,32,12,16
California,6,plumas,63,2020m8,2020,8,1344,2282,404332,110,57,39, , 
California,6,plumas,63,2020m9,2020,9,1343,2237,480125,116,65,38, , 
California,6,plumas,63,2020m10,2020,10,1301,2167,418792,82,57,38, , 
California,6,plumas,63,2020m11,2020,11,1268,2098,404224,122,63,38, , 
California,6,plumas,63,2020m12,2020,12,1292,2172,419169,145,90,47,11,33
California,6,plumas,63,2021m1,2021,1,1323,2216,418428,96,68,50, , 
California,6,plumas,63,2021m2,2021,2,1343,2269,555934,126,83,49, , 
California,6,plumas,63,2021m3,2021,3,1358,2283,495173,106,75,44, , 
California,6,plumas,63,2021m4,2021,4,1364,2291,498815,77,51,36, , 
California,6,plumas,63,2021m5,2021,5,1351,2265,550198,66,39,29, , 
California,6,plumas,63,2021m6,2021,6,1313,2203,527894,104,48,41, , 
California,6,plumas,63,2021m7,2021,7,1285,2140,524388,84,40,42, , 
California,6,plumas,63,2021m8,2021,8,1294,2182,515414,230,92,60, , 
California,6,plumas,63,2021m9,2021,9,1326,2227,543502,189,102,92, , 
California,6,plumas,63,2021m10,2021,10,1346,2242,619469,148,82,85,15,56
California,6,plumas,63,2021m11,2021,11,1320,2191,581404,126,40,35, , 
California,6,plumas,63,2021m12,2021,12,1351,2225,588252,100,86,87, , 
California,6,plumas,63,2022m1,2022,1,1395,2298,647085,163,87,69,14,52
California,6,plumas,63,2022m2,2022,2,1412,2353,623320,129,82,57, , 
California,6,plumas,63,2022m3,2022,3,1426,2345,611782,125,74,59,15,39
California,6,plumas,63,2022m4,2022,4,1437,2356,607900,116,70,53,12,36
California,6,plumas,63,2022m5,2022,5,1441,2334,611598,112,56,48, , 
California,6,plumas,63,2022m6,2022,6,1454,2339,609895,105,60,40, , 
California,6,plumas,63,2022m7,2022,7,1413,2271,600248,137,52,47,12,29
California,6,plumas,63,2022m8,2022,8,1426,2292,602693,218,102,79,14,52
California,6,plumas,63,2022m9,2022,9,1460,2328,608908,138,104,72,15,47
California,6,plumas,63,2022m10,2022,10,1481,2363,705418,135,90,56, , 
California,6,plumas,63,2022m11,2022,11,1501,2405,702190,139,74,54,14,36
California,6,plumas,63,2022m12,2022,12,1518,2442,725372,98,65,55, , 
California,6,plumas,63,2023m1,2023,1,1540,2481,705835,132,71,52, , 
California,6,plumas,63,2023m2,2023,2,1506,2433,713274,83,44,45, , 
California,6,plumas,63,2023m3,2023,3,1498,2431,712660,122,59,59,12,47
California,6,plumas,63,2023m4,2023,4,1496,2419,420298,86,54,49, , 
California,6,plumas,63,2023m5,2023,5,1475,2377,407562,70,47,40, , 
California,6,plumas,63,2023m6,2023,6,1461,2346,402069,95,53,40,13,21
California,6,plumas,63,2023m7,2023,7,1427,2301,398776,80,45,38,11,23
California,6,plumas,63,2023m8,2023,8,1414,2289,388015,272,79,52, , 
California,6,plumas,63,2023m9,2023,9,1406,2251,394488,112,65,75, , 
California,6,plumas,63,2023m10,2023,10,1467,2324,437310,130,91,92,13,79
California,6,plumas,63,2023m11,2023,11,1484,2325,434066,101,58,59, , 
California,6,plumas,63,2023m12,2023,12,1508,2367,433592,91,53,47,11,36
California,6,plumas,63,2024m1,2024,1,1508,2367,433592,146,58,46, , 
California,6,plumas,63,2024m2,2024,2,1498,2369,435857,118,60,38, , 
California,6,riverside,65,2016m7,2016,7,128747,286427,38152204,10353,6086,4162,1738,2097
California,6,riverside,65,2016m8,2016,8,130293,289177,38639116,12411,7185,5084,2123,2544
California,6,riverside,65,2016m9,2016,9,129515,288251,38343233,10623,6363,4530,1875,2275
California,6,riverside,65,2016m10,2016,10,128773,286308,38254817,9876,6045,4026,1604,2045
California,6,riverside,65,2016m11,2016,11,127953,284468,37855072,9404,5798,3832,1461,2030
California,6,riverside,65,2016m12,2016,12,126507,281279,37242235,8876,5488,3608,1385,1937
California,6,riverside,65,2017m1,2017,1,125483,278710,36708367,11249,6312,3861,1371,2150
California,6,riverside,65,2017m2,2017,2,123373,274276,36280790,8800,5620,3836,1413,2093
California,6,riverside,65,2017m3,2017,3,123262,273018,36187831,9341,5827,3795,1434,2009
California,6,riverside,65,2017m4,2017,4,121906,269828,35571980,8762,5236,3351,1230,1813
California,6,riverside,65,2017m5,2017,5,122242,269902,35622740,10426,6144,3965,1425,2189
California,6,riverside,65,2017m6,2017,6,122275,269873,35505224,10753,5912,4220,1485,2407
California,6,riverside,65,2017m7,2017,7,121753,268703,35365897,10776,5874,4397,1500,2542
California,6,riverside,65,2017m8,2017,8,123150,271909,35881395,12191,7077,5239,1853,2943
California,6,riverside,65,2017m9,2017,9,122740,271114,35571672,10213,5559,4522,1002,3136
California,6,riverside,65,2017m10,2017,10,122806,270567,35320985,10305,5804,4725,1029,3309
California,6,riverside,65,2017m11,2017,11,122029,269026,34999940,9515,5277,4461,978,3129
California,6,riverside,65,2017m12,2017,12,120891,265986,34522264,8429,4629,3871,827,2786
California,6,riverside,65,2018m1,2018,1,120061,263086,34262450,11559,5720,4744,974,3398
California,6,riverside,65,2018m2,2018,2,117728,258144,33571303,8746,4763,4290,870,3089
California,6,riverside,65,2018m3,2018,3,117832,256978,33585050,9365,5319,4624,937,3337
California,6,riverside,65,2018m4,2018,4,116445,253355,33110120,9279,4921,4010,786,2916
California,6,riverside,65,2018m5,2018,5,116198,252464,33012259,10142,5314,4675,903,3396
California,6,riverside,65,2018m6,2018,6,116060,251657,32916458,10211,5151,4418,897,3189
California,6,riverside,65,2018m7,2018,7,115401,250275,32721124,11127,5667,4996,997,3625
California,6,riverside,65,2018m8,2018,8,115661,250923,32901607,11631,6052,5295,1089,3785
California,6,riverside,65,2018m9,2018,9,115016,249349,32592690,9697,5043,4702,983,3378
California,6,riverside,65,2018m10,2018,10,115157,248621,32958266,10645,5544,5376,969,4012
California,6,riverside,65,2018m11,2018,11,113910,245931,32527204,9054,4599,4483,836,3333
California,6,riverside,65,2018m12,2018,12,112032,241257,31873747,7720,4172,3995,743,2978
California,6,riverside,65,2019m1,2019,1,111236,238225,57036480,11223,5353,4922,864,3650
California,6,riverside,65,2019m2,2019,2,17770,41109,4983794,8526,4367,4170,790,3073
California,6,riverside,65,2019m3,2019,3,108012,230740,30502839,9591,5035,4500,834,3358
California,6,riverside,65,2019m4,2019,4,107753,229496,30012349,10694,5433,4999,883,3766
California,6,riverside,65,2019m5,2019,5,108249,229765,30049855,14833,5640,6093,1661,4067
California,6,riverside,65,2019m6,2019,6,113429,235205,30358757,16706,7608,8095,2757,4903
California,6,riverside,65,2019m7,2019,7,117656,241077,31072917,15549,9155,7756,1343,5849
California,6,riverside,65,2019m8,2019,8,120127,245209,31339855,13940,7604,6833,1178,5069
California,6,riverside,65,2019m9,2019,9,121660,247090,31371690,12450,6240,6408,1069,4825
California,6,riverside,65,2019m10,2019,10,122576,247682,31433084,13222,6635,6633,1108,5007
California,6,riverside,65,2019m11,2019,11,122232,246399,31001871,10434,5326,5352,893,4058
California,6,riverside,65,2019m12,2019,12,122208,245129,30852058,10336,5298,5426,768,4232
California,6,riverside,65,2020m1,2020,1,120637,240982,30083676,13035,5800,5428,788,4143
California,6,riverside,65,2020m2,2020,2,119359,237652,29805009,10147,5314,5361,825,4079
California,6,riverside,65,2020m3,2020,3,121285,240626,30619419,15909,6870,6785,1139,5070
California,6,riverside,65,2020m4,2020,4,134406,266334,33442223,22616,10940,11961,2722,8065
California,6,riverside,65,2020m5,2020,5,142244,282116,49786820,15997,6568,10697,2584,6854
California,6,riverside,65,2020m6,2020,6,145900,288138,51004940,13203,4281,9817,2181,6285
California,6,riverside,65,2020m7,2020,7,137553,270888,47305387,11617,3794,8180,1922,5210
California,6,riverside,65,2020m8,2020,8,133183,262616,45965092,14419,4991,7578,1442,5395
California,6,riverside,65,2020m9,2020,9,130900,259321,45536762,12043,5414,7083,1224,5187
California,6,riverside,65,2020m10,2020,10,123843,246522,46184141,12134,5553,6869,1137,5111
California,6,riverside,65,2020m11,2020,11,119370,237999,44180871,12494,5442,6382,925,4946
California,6,riverside,65,2020m12,2020,12,118041,235562,43998198,18029,7047,9323,1219,7359
California,6,riverside,65,2021m1,2021,1,119905,237919,43749707,15092,6848,8699,1166,6740
California,6,riverside,65,2021m2,2021,2,120176,237868,57515568,13259,6175,7406,953,5779
California,6,riverside,65,2021m3,2021,3,121291,239547,51005408,12792,6426,7679,935,6006
California,6,riverside,65,2021m4,2021,4,119653,236416,51246060,11045,4856,5996,721,4724
California,6,riverside,65,2021m5,2021,5,118789,235233,55558379,10335,4967,5408,686,4215
California,6,riverside,65,2021m6,2021,6,119298,236999,55686080,18849,7176,9385,1100,7291
California,6,riverside,65,2021m7,2021,7,121803,241586,56874904,17783,7486,9722,1285,7481
California,6,riverside,65,2021m8,2021,8,125252,247312,57749683,18630,7997,10173,1413,7723
California,6,riverside,65,2021m9,2021,9,127987,251107,59351024,19429,7493,10123,1476,7676
California,6,riverside,65,2021m10,2021,10,130935,254809,66030246,20586,8028,11147,1591,8576
California,6,riverside,65,2021m11,2021,11,133521,257780,66104191,16377,7987,10928,1722,8217
California,6,riverside,65,2021m12,2021,12,133104,255262,65805902,13906,6917,8842,1356,6698
California,6,riverside,65,2022m1,2022,1,132215,252261,65267027,17773,6709,7877,1157,5875
California,6,riverside,65,2022m2,2022,2,132498,252045,65721919,15349,7273,8013,1330,5944
California,6,riverside,65,2022m3,2022,3,135512,258174,66479159,18336,9201,9513,1796,6790
California,6,riverside,65,2022m4,2022,4,137852,262913,67095414,15396,8014,8301,1632,5885
California,6,riverside,65,2022m5,2022,5,141087,269280,68695849,16758,8164,8001,1688,5578
California,6,riverside,65,2022m6,2022,6,145516,278247,70407847,19332,9004,8867,1998,5989
California,6,riverside,65,2022m7,2022,7,148356,284483,72518850,19158,8568,9119,2088,6057
California,6,riverside,65,2022m8,2022,8,153042,293249,74361617,20961,10152,10715,2494,7181
California,6,riverside,65,2022m9,2022,9,155108,296838,74791504,19485,8489,9508,2268,6377
California,6,riverside,65,2022m10,2022,10,158521,302563,86150664,20366,9603,10269,2349,6924
California,6,riverside,65,2022m11,2022,11,163067,310895,88718165,16934,9396,10733,2326,7509
California,6,riverside,65,2022m12,2022,12,164463,312800,88072612,14620,7800,8534,1814,5944
California,6,riverside,65,2023m1,2023,1,164546,311748,86575364,18076,7684,7606,1761,5074
California,6,riverside,65,2023m2,2023,2,165404,312013,87601284,16440,7755,8033,1768,5409
California,6,riverside,65,2023m3,2023,3,168632,317314,90953071,17575,9474,9742,2062,6772
California,6,riverside,65,2023m4,2023,4,167080,314366,56643540,14456,7334,7531,1634,5299
California,6,riverside,65,2023m5,2023,5,169360,317855,57238134,18607,8881,8441,1940,5734
California,6,riverside,65,2023m6,2023,6,171803,322380,57950114,17095,8398,8928,2086,6046
California,6,riverside,65,2023m7,2023,7,171195,321227,57790031,17113,7894,8457,2073,5653
California,6,riverside,65,2023m8,2023,8,174048,326065,58838760,19397,9186,9676,2603,6108
California,6,riverside,65,2023m9,2023,9,174365,326144,58802346,17355,7493,9166,2300,6046
California,6,riverside,65,2023m10,2023,10,175788,328132,62994968,18139,8596,9623,2376,6339
California,6,riverside,65,2023m11,2023,11,176865,330042,63196871,15257,8103,9507,2201,6497
California,6,riverside,65,2023m12,2023,12,176565,328696,62749129,13088,6864,7404,1699,5124
California,6,riverside,65,2024m1,2024,1,177310,328668,62551525,18540,8525,7661,1843,5056
California,6,riverside,65,2024m2,2024,2,161863,299759,61845937,15537,8019,8464,1892,5798
California,6,sacramento,67,2016m7,2016,7,102234,213173,30499403,7606,3748,2577,739,1660
California,6,sacramento,67,2016m8,2016,8,102492,212948,30617289,9172,4521,2681,850,1626
California,6,sacramento,67,2016m9,2016,9,101529,212543,30381627,7779,4136,2635,826,1631
California,6,sacramento,67,2016m10,2016,10,101002,211464,30162938,7397,3757,2334,714,1467
California,6,sacramento,67,2016m11,2016,11,100229,210740,29915886,7347,3876,2055,624,1291
California,6,sacramento,67,2016m12,2016,12,99968,210293,29783454,7297,4106,2159,685,1322
California,6,sacramento,67,2017m1,2017,1,99593,208408,29424395,7744,4091,2285,732,1365
California,6,sacramento,67,2017m2,2017,2,98368,207853,29072890,6831,3735,2350,661,1523
California,6,sacramento,67,2017m3,2017,3,99506,208592,29358191,7541,3909,2541,715,1650
California,6,sacramento,67,2017m4,2017,4,98716,207187,29088951,7298,3661,2190,627,1380
California,6,sacramento,67,2017m5,2017,5,98777,206532,29090924,7898,4158,2529,747,1592
California,6,sacramento,67,2017m6,2017,6,98582,206394,28977256,8179,4140,2421,771,1484
California,6,sacramento,67,2017m7,2017,7,97997,204946,28864783,7760,3768,2373,647,1559
California,6,sacramento,67,2017m8,2017,8,98666,205778,29023414,8716,4427,2744,855,1645
California,6,sacramento,67,2017m9,2017,9,98208,205556,28838734,7532,3885,2463,701,1579
California,6,sacramento,67,2017m10,2017,10,97936,204329,28435729,7748,3727,2321,647,1485
California,6,sacramento,67,2017m11,2017,11,96860,203309,28148369,7695,3900,2223,635,1435
California,6,sacramento,67,2017m12,2017,12,96516,202910,27974033,7154,4037,2466,635,1646
California,6,sacramento,67,2018m1,2018,1,96362,200821,27875188,9470,4264,2570,748,1616
California,6,sacramento,67,2018m2,2018,2,94749,199442,27474926,7240,3764,2779,597,1991
California,6,sacramento,67,2018m3,2018,3,95602,199742,27666591,7735,4075,2922,655,2077
California,6,sacramento,67,2018m4,2018,4,95020,198328,27549571,8056,3928,2555,651,1717
California,6,sacramento,67,2018m5,2018,5,94933,197630,27441509,8330,4183,2786,702,1874
California,6,sacramento,67,2018m6,2018,6,94780,197383,27265144,8090,3968,2772,757,1813
California,6,sacramento,67,2018m7,2018,7,94573,195585,29238870,8390,3956,2852,713,1947
California,6,sacramento,67,2018m8,2018,8,94658,195718,27182647,9163,3444,3237,852,2168
California,6,sacramento,67,2018m9,2018,9,93960,194200,26929168,7798,3616,2845,721,1910
California,6,sacramento,67,2018m10,2018,10,94345,194900,27165792,8713,4315,3197,839,2130
California,6,sacramento,67,2018m11,2018,11,93507,193913,26811488,7774,3772,2786,674,1900
California,6,sacramento,67,2018m12,2018,12,93495,193436,26731604,7007,3832,2538,578,1782
California,6,sacramento,67,2019m1,2019,1,93983,187356,48362188,8503,4150,2578,715,1662
California,6,sacramento,67,2019m2,2019,2,14760,25413,4003944,6576,3272,2578,639,1770
California,6,sacramento,67,2019m3,2019,3,91135,187629,25908247,7927,4065,2629,639,1770
California,6,sacramento,67,2019m4,2019,4,90668,186122,25417508,8717,4127,2544,708,1626
California,6,sacramento,67,2019m5,2019,5,90512,186156,25281994,14065,4106,2849,685,1897
California,6,sacramento,67,2019m6,2019,6,99131,195345,26103866,14085,10094,3514,646,2619
California,6,sacramento,67,2019m7,2019,7,102734,205508,26662030,12188,7761,4491,745,3405
California,6,sacramento,67,2019m8,2019,8,105854,211193,26989808,10429,6608,4651,869,3393
California,6,sacramento,67,2019m9,2019,9,107293,213801,26973411,9330,4768,3337,692,2441
California,6,sacramento,67,2019m10,2019,10,108176,215830,26977507,9528,4850,3832,702,2840
California,6,sacramento,67,2019m11,2019,11,108769,217395,26849811,7776,4394,3244,596,2399
California,6,sacramento,67,2019m12,2019,12,109525,218697,26916737,7922,4455,3242,637,2405
California,6,sacramento,67,2020m1,2020,1,109778,219383,26712932,9795,4743,2961,658,2075
California,6,sacramento,67,2020m2,2020,2,109702,219449,26623591,7284,4174,3031,586,2221
California,6,sacramento,67,2020m3,2020,3,109933,218473,26703818,9041,4047,2740,570,1969
California,6,sacramento,67,2020m4,2020,4,115999,220433,39255349,10545,4654,3242,587,2397
California,6,sacramento,67,2020m5,2020,5,119470,227892,40251516,7271,4056,4149,1245,2359
California,6,sacramento,67,2020m6,2020,6,123598,234265,42085044,7037,4343,5864,2007,3038
California,6,sacramento,67,2020m7,2020,7,123140,226834,40662021,7252,4304,5928,2070,3037
California,6,sacramento,67,2020m8,2020,8,121167,223552,39911410,8601,5530,1223,560,227
California,6,sacramento,67,2020m9,2020,9,119020,229917,39113126,7569,4651,1154,495,207
California,6,sacramento,67,2020m10,2020,10,115408,224584,39727007,7483,4753,1104,521,298
California,6,sacramento,67,2020m11,2020,11,111399,217345,38257260,7296,4330,899,483,218
California,6,sacramento,67,2020m12,2020,12,109847,213765,37995754,12011,5767,1207,566,338
California,6,sacramento,67,2021m1,2021,1,110905,213999,38147277,10811,6179,1015,410,163
California,6,sacramento,67,2021m2,2021,2,113599,217792,49824599,8766,5407,881,359,148
California,6,sacramento,67,2021m3,2021,3,114067,218061,44905718,8909,6277,1124,453,297
California,6,sacramento,67,2021m4,2021,4,114503,218433,45220784,7691,5386,1145,484,391
California,6,sacramento,67,2021m5,2021,5,116167,220199,49315076,7268,4240,2610,605,1803
California,6,sacramento,67,2021m6,2021,6,117083,221459,48884409,11663,5817,3276,923,2003
California,6,sacramento,67,2021m7,2021,7,116524,221178,49461721,11710,6093,4860,990,3453
California,6,sacramento,67,2021m8,2021,8,118457,223957,50091507,12609,6675,4986,1282,3175
California,6,sacramento,67,2021m9,2021,9,119888,226070,51071814,11668,6039,5002,933,3640
California,6,sacramento,67,2021m10,2021,10,121599,228848,56418932,13517,6194,4719,796,3488
California,6,sacramento,67,2021m11,2021,11,122930,230573,56150678,12203,5677,5084,776,3849
California,6,sacramento,67,2021m12,2021,12,124356,231652,56599045,9558,6060,4860,891,3542
California,6,sacramento,67,2022m1,2022,1,123886,230845,56271485,9359,5931,4128,830,2859
California,6,sacramento,67,2022m2,2022,2,123910,231074,56883755,9901,5664,4206,877,2959
California,6,sacramento,67,2022m3,2022,3,125249,233415,56481066,12408,6760,4613,1022,3096
California,6,sacramento,67,2022m4,2022,4,125195,233497,56562985,12083,5718,5083,1568,3094
California,6,sacramento,67,2022m5,2022,5,126059,234698,57268677,11164,5970,4898,1344,3114
California,6,sacramento,67,2022m6,2022,6,129063,239863,57830566,12027,7394,4962,1437,2999
California,6,sacramento,67,2022m7,2022,7,130368,242455,58865038,11844,6502,4299,1135,2771
California,6,sacramento,67,2022m8,2022,8,132218,246394,59822722,13031,6650,5037,1235,3344
California,6,sacramento,67,2022m9,2022,9,133670,248278,59741846,11433,6294,5183,1054,3743
California,6,sacramento,67,2022m10,2022,10,134615,249905,67467295,12647,6677,5092,1167,3494
California,6,sacramento,67,2022m11,2022,11,135809,251138,68570080,11139,6185,5015,1066,3543
California,6,sacramento,67,2022m12,2022,12,137126,253264,68870616,10774,6338,4981,1139,3401
California,6,sacramento,67,2023m1,2023,1,138315,255288,68324376,12185,6381,4904,1143,3295
California,6,sacramento,67,2023m2,2023,2,139021,255556,68285358,10039,6032,4581,959,3204
California,6,sacramento,67,2023m3,2023,3,140305,257915,70290999,11279,6751,4971,1108,3433
California,6,sacramento,67,2023m4,2023,4,134141,247302,43666278,9640,6132,4616,1093,3160
California,6,sacramento,67,2023m5,2023,5,135229,250029,44252854,10607,6146,4480,1101,2980
California,6,sacramento,67,2023m6,2023,6,136136,251620,44574300,10528,5948,4345,1019,2945
California,6,sacramento,67,2023m7,2023,7,136008,250631,44559171,10235,5545,3869,923,2553
California,6,sacramento,67,2023m8,2023,8,136054,250431,45043469,12146,5933,4321,972,2851
California,6,sacramento,67,2023m9,2023,9,136564,250730,45331327,10036,5988,4506,974,3086
California,6,sacramento,67,2023m10,2023,10,135774,248997,47681122,10055,4933,3695,668,2706
California,6,sacramento,67,2023m11,2023,11,133021,244117,46155009,9227,3449,3883,746,2867
California,6,sacramento,67,2023m12,2023,12,132809,242124,47052320,10138,4945,3854,905,2600
California,6,sacramento,67,2024m1,2024,1,133133,243397,46993595,12110,5655,5363,1360,3599
California,6,sacramento,67,2024m2,2024,2,132684,243559,46545702,10621,5503,6135,1382,4290
California,6,sanbenito,69,2016m7,2016,7,2512,5525,706052,166,92,63, , 
California,6,sanbenito,69,2016m8,2016,8,2482,5465,699684,192,99,76,18,48
California,6,sanbenito,69,2016m9,2016,9,2447,5364,684993,180,119,71,19,40
California,6,sanbenito,69,2016m10,2016,10,2395,5281,681351,176,97,68,17,45
California,6,sanbenito,69,2016m11,2016,11,2363,5247,673628,184,108,50,14,28
California,6,sanbenito,69,2016m12,2016,12,2380,5288,679910,166,132,53,13,36
California,6,sanbenito,69,2017m1,2017,1,2329,5224,677027,192,93,53,12,30
California,6,sanbenito,69,2017m2,2017,2,2346,5299,700449,137,121,78,20,46
California,6,sanbenito,69,2017m3,2017,3,2355,5279,682330,162,95,59, , 
California,6,sanbenito,69,2017m4,2017,4,2326,5184,673141,157,96,58,18,26
California,6,sanbenito,69,2017m5,2017,5,2288,5112,663263,146,88,70,17,48
California,6,sanbenito,69,2017m6,2017,6,2243,5020,644119,147,78,48, , 
California,6,sanbenito,69,2017m7,2017,7,2179,4852,622042,142,64,64,11,44
California,6,sanbenito,69,2017m8,2017,8,2144,4762,607038,185,96,61, , 
California,6,sanbenito,69,2017m9,2017,9,2117,4695,596202,169,93,70,19,41
California,6,sanbenito,69,2017m10,2017,10,2126,4706,590414,178,126,70,19,43
California,6,sanbenito,69,2017m11,2017,11,2120,4650,587840,190,104,61,11,37
California,6,sanbenito,69,2017m12,2017,12,2116,4649,602599,174,115,67,17,42
California,6,sanbenito,69,2018m1,2018,1,2125,4656,599543,175,123,62,11,41
California,6,sanbenito,69,2018m2,2018,2,2124,4652,598038,154,114,57,13,27
California,6,sanbenito,69,2018m3,2018,3,2152,4713,605119,147,97,47,15,24
California,6,sanbenito,69,2018m4,2018,4,2125,4649,591846,136,96,37, , 
California,6,sanbenito,69,2018m5,2018,5,2115,4595,592440,159,107,54,14,24
California,6,sanbenito,69,2018m6,2018,6,2095,4540,582941,145,85,56,16,30
California,6,sanbenito,69,2018m7,2018,7,2092,4494,581562,182,113,56,13,34
California,6,sanbenito,69,2018m8,2018,8,2095,4468,579327,165,106,55,13,29
California,6,sanbenito,69,2018m9,2018,9,2096,4466,575692,141,98,52,12,22
California,6,sanbenito,69,2018m10,2018,10,2089,4404,573601,188,122,51, , 
California,6,sanbenito,69,2018m11,2018,11,2086,4382,563045,192,107,66,11,39
California,6,sanbenito,69,2018m12,2018,12,2120,4461,588882,171,118,167, , 
California,6,sanbenito,69,2019m1,2019,1,2089,4385,1052997,189,109,69, , 
California,6,sanbenito,69,2019m2,2019,2,331,792,84555,154,99,53,11,27
California,6,sanbenito,69,2019m3,2019,3,2080,4364,565646,159,109,61,16,35
California,6,sanbenito,69,2019m4,2019,4,2052,4346,554504,139,87,63, , 
California,6,sanbenito,69,2019m5,2019,5,2049,4342,556051,198,111,45,16,22
California,6,sanbenito,69,2019m6,2019,6,2110,4378,552959,236,137,79,42,28
California,6,sanbenito,69,2019m7,2019,7,2160,4436,552697,200,153,88,24,45
California,6,sanbenito,69,2019m8,2019,8,2183,4470,557578,185,132,60,15,29
California,6,sanbenito,69,2019m9,2019,9,2154,4382,554581,177,97,64,16,39
California,6,sanbenito,69,2019m10,2019,10,2170,4355,541933,169,117,77,27,41
California,6,sanbenito,69,2019m11,2019,11,2180,4340,534063,179,132,44,12,27
California,6,sanbenito,69,2019m12,2019,12,2206,4395,550363,161,130,40,11,25
California,6,sanbenito,69,2020m1,2020,1,2211,4430,548068,234,127,37, , 
California,6,sanbenito,69,2020m2,2020,2,2229,4424,551518,154,120,67,15,42
California,6,sanbenito,69,2020m3,2020,3,2266,4485,566964,247,123,76,21,38
California,6,sanbenito,69,2020m4,2020,4,2572,5123,637922,406,308,128,54,52
California,6,sanbenito,69,2020m5,2020,5,2722,5439,683868,228,135,122,65,38
California,6,sanbenito,69,2020m6,2020,6,2821,5635,715281,210,96,97,33,40
California,6,sanbenito,69,2020m7,2020,7,2731,5418,670139,166,72,99,36,47
California,6,sanbenito,69,2020m8,2020,8,2706,5358,639042,184,99,96,34,37
California,6,sanbenito,69,2020m9,2020,9,2658,5268,621657,168,84,65,28,26
California,6,sanbenito,69,2020m10,2020,10,2538,5044,629989,198,115,78,32,29
California,6,sanbenito,69,2020m11,2020,11,2496,4990,620252,193,126,70,24,33
California,6,sanbenito,69,2020m12,2020,12,2555,5083,620818,313,209,90,36,37
California,6,sanbenito,69,2021m1,2021,1,2635,5247,639786,239,145,80,30,33
California,6,sanbenito,69,2021m2,2021,2,2670,5306,915313,183,123,79,28,42
California,6,sanbenito,69,2021m3,2021,3,2704,5407,794498,183,130,70,21,39
California,6,sanbenito,69,2021m4,2021,4,2710,5404,781323,169,112,64,19,34
California,6,sanbenito,69,2021m5,2021,5,2693,5343,764581,142,86,46,18,22
California,6,sanbenito,69,2021m6,2021,6,2669,5272,755593,269,136,82,32,33
California,6,sanbenito,69,2021m7,2021,7,2682,5257,1229247,247,138,134,48,62
California,6,sanbenito,69,2021m8,2021,8,2694,5251,736086,264,141,110,35,62
California,6,sanbenito,69,2021m9,2021,9,2709,5282,741231,266,129,94,32,47
California,6,sanbenito,69,2021m10,2021,10,2778,5430,850443,284,164,110,39,55
California,6,sanbenito,69,2021m11,2021,11,2824,5507,872230,260,149,97,25,61
California,6,sanbenito,69,2021m12,2021,12,2843,5524,889868,228,152,88,22,52
California,6,sanbenito,69,2022m1,2022,1,2875,5603,898426,284,160,131,38,80
California,6,sanbenito,69,2022m2,2022,2,2866,5600,899299,267,127,85,18,60
California,6,sanbenito,69,2022m3,2022,3,2921,5739,916300, , , , , 
California,6,sanbenito,69,2022m4,2022,4,2933,5759,907087,213,142,91,34,48
California,6,sanbenito,69,2022m5,2022,5,2969,5813,900447,245,152,93,30,46
California,6,sanbenito,69,2022m6,2022,6,2970,5821,897082,298,131,105,34,56
California,6,sanbenito,69,2022m7,2022,7,3023,5931,906688,293,170,116,35,71
California,6,sanbenito,69,2022m8,2022,8,3069,5988,911357,328,167,154,46,96
California,6,sanbenito,69,2022m9,2022,9,3066,5957,904207,255,134,142,39,92
California,6,sanbenito,69,2022m10,2022,10,3091,6038,1086530,295,157,122,37,73
California,6,sanbenito,69,2022m11,2022,11,3119,6156,1103422,283,139,109,39,56
California,6,sanbenito,69,2022m12,2022,12,3130,6162,1149710,296,189,152,43,96
California,6,sanbenito,69,2023m1,2023,1,3280,6442,1138396,361,199,127,32,83
California,6,sanbenito,69,2023m2,2023,2,3347,6552,1160493,266,168,130,41,78
California,6,sanbenito,69,2023m3,2023,3,3434,6704,1182027,328,182,138,37,89
California,6,sanbenito,69,2023m4,2023,4,3418,6669,1178576,248,135,100,25,66
